motif,NumOfProbes,PercentageOfProbes,lowerOR,upperOR,OR,p.value,FDR,TF family,TF subfamily,TF.family.member,TF.subfamily.member
CLOCK_HUMAN.H11MO.0.C,15,0.189873417721519,0.5560316753210799,1.9231043809827706,1.0655957504394398,0.7668693749906444,0.9122429054457577,PAS domain factors{1.2.5},Arnt-like factors{1.2.5.2},AHR;AHRR;ARNT;ARNT2;ARNTL;ARNTL2;CLOCK;EPAS1;HIF1A;HIF3A;NCOA1;NCOA2;NCOA3;NPAS1;NPAS2;NPAS3;NPAS4;SIM1;SIM2;SOHLH1;SOHLH2;TCFL5,ARNT2;ARNT;ARNTL;CLOCK
FOXD3_HUMAN.H11MO.0.D,10,0.12658227848101267,0.5558609683388026,2.463907574637412,1.2329634246075112,0.5729932414876433,0.7748448480555336,Forkhead box (FOX) factors{3.3.1},FOXD{3.3.1.4},FOXA1;FOXA2;FOXA3;FOXB1;FOXB2;FOXC1;FOXC2;FOXD1;FOXD2;FOXD3;FOXD4;FOXD4L1;FOXD4L3;FOXD4L4;FOXD4L5;FOXD4L6;FOXE1;FOXE3;FOXF1;FOXF2;FOXG1;FOXH1;FOXI1;FOXI2;FOXI3;FOXJ1;FOXJ2;FOXJ3;FOXK1;FOXK2;FOXL1;FOXL2;FOXM1;FOXN1;FOXN2;FOXN3;FOXN4;FOXO1;FOXO3;FOXO4;FOXO6;FOXP1;FOXP2;FOXP3;FOXP4;FOXQ1;FOXR1;FOXR2;FOXS1,FOXD1;FOXD2;FOXD3
STAT1_HUMAN.H11MO.0.A,10,0.12658227848101267,0.5558609683388026,2.463907574637412,1.2329634246075112,0.5729932414876433,0.7748448480555336,STAT factors{6.2.1},STAT1{6.2.1.0.1},STAT1;STAT2;STAT3;STAT4;STAT5A;STAT5B;STAT6,STAT1
DLX5_HUMAN.H11MO.0.D,6,0.0759493670886076,0.5541165335368412,3.822910344472644,1.6057508480556888,0.28294424972974946,0.5243990782250886,NK-related factors{3.1.2},DLX{3.1.2.5},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,DLX1;DLX2;DLX3;DLX4;DLX5;DLX6
PO6F2_HUMAN.H11MO.0.D,6,0.0759493670886076,0.5541165335368412,3.822910344472644,1.6057508480556888,0.28294424972974946,0.5243990782250886,POU domain factors{3.1.10},POU6 (Brn-5-like factors){3.1.10.6},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F1B;POU5F2;POU6F1;POU6F2,POU6F1;POU6F2
NKX25_HUMAN.H11MO.0.B,16,0.20253164556962025,0.5481186790557955,1.8344000370687032,1.0305242636204137,0.8856092179131623,0.9782302392708425,NK-related factors{3.1.2},NK-4{3.1.2.17},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,NKX2-3;NKX2-5
PO3F4_HUMAN.H11MO.0.D,6,0.0759493670886076,0.5472394521782692,3.7720789737407654,1.5851818809759175,0.286895497276538,0.5291780583737101,POU domain factors{3.1.10},POU3 (Oct-6-like factors){3.1.10.3},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F1B;POU5F2;POU6F1;POU6F2,POU3F1;POU3F2;POU3F3;POU3F4
MAFF_HUMAN.H11MO.1.B,12,0.1518987341772152,0.546481458667854,2.1447114840871175,1.1279246952289386,0.7375323195068622,0.901144921007382,Maf-related factors{1.1.3},Small Maf factors{1.1.3.2},MAF;MAFA;MAFB;MAFF;MAFG;MAFK;NRL,MAFF;MAFG;MAFK
ASCL2_HUMAN.H11MO.0.D,21,0.26582278481012656,0.5463905495068669,1.6261210042852603,0.9592091018594493,1,1,MyoD / ASC-related factors{1.2.2},Achaete-Scute-like factors{1.2.2.2},ASCL1;ASCL2;ASCL3;ASCL4;ASCL5;MYF5;MYF6;MYOD1;MYOG,ASCL1;ASCL2
TEAD2_HUMAN.H11MO.0.D,10,0.12658227848101267,0.5455537793228866,2.41673518088921,1.2097523381975535,0.5766651132989823,0.7759315922399919,TEF-1-related factors{3.6.1},TEF-4 (TEAD-2){3.6.1.0.3},TEAD1;TEAD2;TEAD3;TEAD4,TEAD2
FOXC1_HUMAN.H11MO.0.C,8,0.10126582278481013,0.5406953459440016,2.845603389129153,1.3293312982308056,0.3982529971929372,0.6292070918765462,Forkhead box (FOX) factors{3.3.1},FOXC{3.3.1.3},FOXA1;FOXA2;FOXA3;FOXB1;FOXB2;FOXC1;FOXC2;FOXD1;FOXD2;FOXD3;FOXD4;FOXD4L1;FOXD4L3;FOXD4L4;FOXD4L5;FOXD4L6;FOXE1;FOXE3;FOXF1;FOXF2;FOXG1;FOXH1;FOXI1;FOXI2;FOXI3;FOXJ1;FOXJ2;FOXJ3;FOXK1;FOXK2;FOXL1;FOXL2;FOXM1;FOXN1;FOXN2;FOXN3;FOXN4;FOXO1;FOXO3;FOXO4;FOXO6;FOXP1;FOXP2;FOXP3;FOXP4;FOXQ1;FOXR1;FOXR2;FOXS1,FOXC1;FOXC2
BARX1_HUMAN.H11MO.0.D,6,0.0759493670886076,0.5404576874936196,3.722178362210545,1.56510811002665,0.2910600505418486,0.5330339642939793,NK-related factors{3.1.2},BARX{3.1.2.2},BARHL1;BARHL2;BARX1;BARX2;BSX;DBX1;DBX2;DLX1;DLX2;DLX3;DLX4;DLX5;DLX6;EMX1;EMX2;EN1;EN2;HHEX;HLX;HMX1;HMX2;HMX3;LBX1;LBX2;MSX1;MSX2;NANOG;NKX1-1;NKX1-2;NKX2-1;NKX2-2;NKX2-3;NKX2-4;NKX2-5;NKX2-6;NKX2-8;NKX3-1;NKX3-2;NKX6-1;NKX6-2;NKX6-3;NOTO;TLX1;TLX2;TLX3;VAX1;VAX2;VENTX,BARX1;BARX2
NOBOX_HUMAN.H11MO.0.C,5,0.06329113924050633,0.5404345845350814,4.563741237668214,1.7748308601052845,0.21991874228180666,0.445032415483656,Paired-related HD factors{3.1.3},NOBOX{3.1.3.15},ALX1;ALX3;ALX4;ARGFX;ARX;CRX;DMBX1;DPRX;DRGX;DUX4;DUXA;ESX1;GSC;GSC2;HESX1;ISX;LEUTX;MIXL1;NOBOX;OTP;OTX1;OTX2;PHOX2A;PHOX2B;PITX1;PITX2;PITX3;PROP1;PRRX1;PRRX2;RAX;RAX2;RHOXF1;RHOXF2;SEBOX;SHOX;SHOX2;TPRX1;UNCX;VSX1;VSX2,NOBOX
PHX2A_HUMAN.H11MO.0.D,5,0.06329113924050633,0.5404345845350814,4.563741237668214,1.7748308601052845,0.21991874228180666,0.445032415483656,Paired-related HD factors{3.1.3},PHOX{3.1.3.18},ALX1;ALX3;ALX4;ARGFX;ARX;CRX;DMBX1;DPRX;DRGX;DUX4;DUXA;ESX1;GSC;GSC2;HESX1;ISX;LEUTX;MIXL1;NOBOX;OTP;OTX1;OTX2;PHOX2A;PHOX2B;PITX1;PITX2;PITX3;PROP1;PRRX1;PRRX2;RAX;RAX2;RHOXF1;RHOXF2;SEBOX;SHOX;SHOX2;TPRX1;UNCX;VSX1;VSX2,PHOX2A;PHOX2B
NR1D1_HUMAN.H11MO.0.B,15,0.189873417721519,0.5385749462608924,1.8614818311507992,1.0318428136108697,0.882686250959941,0.9764004296845259,Thyroid hormone receptor-related factors (NR1){2.1.2},Rev-ErbA (NR1D){2.1.2.3},NR1D1;NR1D2;NR1H2;NR1H3;NR1H4;NR1I2;NR1I3;PPARA;PPARD;PPARG;RARA;RARB;RARG;RORA;RORB;RORC;THRA;THRB;VDR,NR1D1
OVOL1_HUMAN.H11MO.0.C,7,0.08860759493670886,0.5358412472537711,3.1708701404303996,1.414388408739463,0.3529262164466305,0.5941181503937819,More than 3 adjacent zinc finger factors{2.3.3},OVOL-factors{2.3.3.17},BCL6;BCL6B;CTCF;CTCFL;FEZF1;FEZF2;GFI1;GFI1B;GLI1;GLI2;GLI3;GLI4;GLIS1;GLIS2;GLIS3;HKR1;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;PLAG1;PLAGL1;PLAGL2;PRDM1;PRDM14;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;SNAI3;WT1;YY1;YY2;ZBTB12;ZBTB14;ZBTB18;ZBTB20;ZBTB26;ZBTB42;ZBTB45;ZBTB47;ZBTB48;ZBTB49;ZBTB6;ZBTB7A;ZBTB7B;ZBTB7C;ZFP14;ZFP2;ZFP28;ZFP30;ZFP37;ZFP42;ZFP64;ZFP69;ZFP69B;ZFP82;ZFP91;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIC5;ZIK1;ZIM3;ZKSCAN1;ZKSCAN2;ZKSCAN3;ZKSCAN4;ZNF121;ZNF124;ZNF133;ZNF136;ZNF138;ZNF14;ZNF140;ZNF143;ZNF146;ZNF148;ZNF155;ZNF157;ZNF160;ZNF169;ZNF175;ZNF177;ZNF18;ZNF180;ZNF181;ZNF2;ZNF20;ZNF212;ZNF213;ZNF214;ZNF221;ZNF222;ZNF223;ZNF224;ZNF225;ZNF226;ZNF227;ZNF229;ZNF230;ZNF232;ZNF233;ZNF234;ZNF235;ZNF24;ZNF25;ZNF250;ZNF257;ZNF26;ZNF260;ZNF263;ZNF264;ZNF268;ZNF274;ZNF276;ZNF28;ZNF280A;ZNF280B;ZNF280C;ZNF280D;ZNF281;ZNF282;ZNF283;ZNF284;ZNF285;ZNF286A;ZNF286B;ZNF3;ZNF30;ZNF300;ZNF302;ZNF317;ZNF32;ZNF320;ZNF322;ZNF324;ZNF324B;ZNF329;ZNF331;ZNF333;ZNF33A;ZNF33B;ZNF343;ZNF345;ZNF347;ZNF350;ZNF354A;ZNF354B;ZNF362;ZNF366;ZNF383;ZNF384;ZNF394;ZNF397;ZNF398;ZNF404;ZNF41;ZNF410;ZNF419;ZNF420;ZNF431;ZNF432;ZNF436;ZNF439;ZNF44;ZNF440;ZNF442;ZNF443;ZNF446;ZNF449;ZNF45;ZNF460;ZNF468;ZNF479;ZNF484;ZNF490;ZNF500;ZNF502;ZNF524;ZNF525;ZNF528;ZNF543;ZNF544;ZNF546;ZNF547;ZNF548;ZNF549;ZNF554;ZNF555;ZNF557;ZNF558;ZNF559;ZNF561;ZNF562;ZNF563;ZNF564;ZNF566;ZNF567;ZNF568;ZNF57;ZNF570;ZNF571;ZNF572;ZNF577;ZNF581;ZNF582;ZNF583;ZNF585A;ZNF586;ZNF589;ZNF595;ZNF599;ZNF600;ZNF605;ZNF607;ZNF611;ZNF613;ZNF614;ZNF615;ZNF616;ZNF619;ZNF620;ZNF621;ZNF625;ZNF627;ZNF649;ZNF652;ZNF653;ZNF665;ZNF667;ZNF669;ZNF670;ZNF672;ZNF679;ZNF680;ZNF683;ZNF689;ZNF692;ZNF701;ZNF705D;ZNF705E;ZNF705G;ZNF708;ZNF709;ZNF71;ZNF710;ZNF713;ZNF721;ZNF727;ZNF729;ZNF736;ZNF75A;ZNF75D;ZNF76;ZNF763;ZNF764;ZNF765;ZNF768;ZNF77;ZNF771;ZNF773;ZNF774;ZNF776;ZNF777;ZNF780A;ZNF780B;ZNF782;ZNF785;ZNF799;ZNF805;ZNF808;ZNF81;ZNF813;ZNF816;ZNF823;ZNF829;ZNF836;ZNF841;ZNF844;ZNF845;ZNF846;ZNF85;ZNF853;ZNF860;ZNF878;ZNF891;ZNF99;ZSCAN16;ZSCAN2;ZSCAN22;ZSCAN23;ZSCAN29;ZSCAN31;ZSCAN32;ZSCAN4;ZSCAN5A;ZSCAN5B;ZSCAN5C;ZSCAN9;ZXDA;ZXDB;ZXDC,OVOL1;OVOL2
ELF3_HUMAN.H11MO.0.A,13,0.16455696202531644,0.5350781744377691,2.0003523236898633,1.0733790323780765,0.7528585191735464,0.908610126443715,Ets-related factors{3.5.2},EHF-like factors{3.5.2.4},EHF;ELF1;ELF2;ELF3;ELF4;ELF5;ELK1;ELK3;ELK4;ERF;ERG;ETS1;ETS2;ETV1;ETV2;ETV3;ETV3L;ETV4;ETV5;ETV6;ETV7;FEV;FLI1;GABPA;SPDEF;SPI1;SPIB;SPIC,EHF;ELF3;ELF5
TBX3_HUMAN.H11MO.0.C,16,0.20253164556962025,0.5340048512470575,1.7865131910567025,1.0037771541656668,0.9999999999999999,1,TBX2-related factors{6.5.4},TBX3{6.5.4.0.2},TBX2;TBX3;TBX4;TBX5,TBX3
HXC11_HUMAN.H11MO.0.D,6,0.0759493670886076,0.5338612470797144,3.674141427767616,1.5455118945729593,0.29543035323167727,0.5359454172744075,HOX-related factors{3.1.1},HOX9-13{3.1.1.8},CDX1;CDX2;CDX4;EVX1;EVX2;GBX1;GBX2;GSX1;GSX2;HDX;HMBOX1;HNF1A;HNF1B;HOXA1;HOXA10;HOXA11;HOXA13;HOXA2;HOXA3;HOXA4;HOXA5;HOXA6;HOXA7;HOXA9;HOXB1;HOXB13;HOXB2;HOXB3;HOXB4;HOXB5;HOXB6;HOXB7;HOXB8;HOXB9;HOXC10;HOXC11;HOXC12;HOXC13;HOXC4;HOXC5;HOXC6;HOXC8;HOXC9;HOXD1;HOXD10;HOXD11;HOXD12;HOXD13;HOXD3;HOXD4;HOXD8;HOXD9;MEOX1;MEOX2;MNX1;PDX1;POU1F1;POU2F1;POU2F2;POU2F3;POU3F1;POU3F2;POU3F3;POU3F4;POU4F1;POU4F2;POU4F3;POU5F1;POU5F2;POU6F1;POU6F2,HOXA10;HOXA11;HOXA13;HOXA9;HOXB13;HOXC10;HOXC11;HOXC12;HOXC13;HOXC9;HOXD10;HOXD11;HOXD12;HOXD13;HOXD9
IRX3_HUMAN.H11MO.0.D,6,0.0759493670886076,0.5338612470797144,3.674141427767616,1.5455118945729593,0.29543035323167727,0.5359454172744075,TALE-type homeo domain factors{3.1.4},IRX (Iroquois){3.1.4.1},IRX1;IRX2;IRX3;IRX4;IRX5;IRX6;MEIS1;MEIS2;MEIS3;MKX;PBX1;PBX2;PBX3;PKNOX1;PKNOX2;TGIF1;TGIF2;TGIF2LX;TGIF2LY,IRX2;IRX3
MYOD1_HUMAN.H11MO.1.A,19,0.24050632911392406,0.5322935164889854,1.6474568732896748,0.9561691956741375,1,1,MyoD / ASC-related factors{1.2.2},Myogenic transcription factors{1.2.2.1},ASCL1;ASCL2;ASCL3;ASCL4;ASCL5;MYF5;MYF6;MYOD1;MYOG,MYF6;MYOD1;MYOG
FOXA3_HUMAN.H11MO.0.B,8,0.10126582278481013,0.5319439628616366,2.7977648375231206,1.307499046427984,0.5216013252986649,0.7392548194949827,Forkhead box (FOX) factors{3.3.1},FOXA{3.3.1.1},FOXA1;FOXA2;FOXA3;FOXB1;FOXB2;FOXC1;FOXC2;FOXD1;FOXD2;FOXD3;FOXD4;FOXD4L1;FOXD4L3;FOXD4L4;FOXD4L5;FOXD4L6;FOXE1;FOXE3;FOXF1;FOXF2;FOXG1;FOXH1;FOXI1;FOXI2;FOXI3;FOXJ1;FOXJ2;FOXJ3;FOXK1;FOXK2;FOXL1;FOXL2;FOXM1;FOXN1;FOXN2;FOXN3;FOXN4;FOXO1;FOXO3;FOXO4;FOXO6;FOXP1;FOXP2;FOXP3;FOXP4;FOXQ1;FOXR1;FOXR2;FOXS1,FOXA1;FOXA2;FOXA3
TBR1_HUMAN.H11MO.0.D,7,0.08860759493670886,0.5306388956262326,3.138613301483035,1.4004031766859109,0.356804820314678,0.5980359053535146,TBrain-related factors{6.5.2},TBR-1{6.5.2.0.1},EOMES;TBR1;TBX21,TBR1
MYF6_HUMAN.H11MO.0.C,16,0.20253164556962025,0.5281388491312368,1.7665262201808907,0.9926523570958299,1,1,MyoD / ASC-related factors{1.2.2},Myogenic transcription factors{1.2.2.1},ASCL1;ASCL2;ASCL3;ASCL4;ASCL5;MYF5;MYF6;MYOD1;MYOG,MYF6;MYOD1;MYOG
HOMEZ_HUMAN.H11MO.0.D,6,0.0759493670886076,0.5274159987736907,3.6271133585083186,1.5263764244730782,0.2999988695354717,0.5416841414797393,HD-ZF factors{3.1.8},ZHX{3.1.8.5},ADNP;ADNP2;HOMEZ;NANOGNB;TSHZ1;TSHZ2;TSHZ3;ZEB1;ZEB2;ZFHX2;ZFHX3;ZFHX4;ZHX1;ZHX2;ZHX3,HOMEZ
ZN136_HUMAN.H11MO.0.C,6,0.0759493670886076,0.5274159987736907,3.6271133585083186,1.5263764244730782,0.2999988695354717,0.5416841414797393,More than 3 adjacent zinc finger factors{2.3.3},ZNF763-like factors{2.3.3.33},BCL6;BCL6B;CTCF;CTCFL;FEZF1;FEZF2;GFI1;GFI1B;GLI1;GLI2;GLI3;GLI4;GLIS1;GLIS2;GLIS3;HKR1;MTF1;MYNN;MZF1;OSR2;OVOL1;OVOL2;PLAG1;PLAGL1;PLAGL2;PRDM1;PRDM14;PRDM6;SCRT1;SCRT2;SNAI1;SNAI2;SNAI3;WT1;YY1;YY2;ZBTB12;ZBTB14;ZBTB18;ZBTB20;ZBTB26;ZBTB42;ZBTB45;ZBTB47;ZBTB48;ZBTB49;ZBTB6;ZBTB7A;ZBTB7B;ZBTB7C;ZFP14;ZFP2;ZFP28;ZFP30;ZFP37;ZFP42;ZFP64;ZFP69;ZFP69B;ZFP82;ZFP91;ZFX;ZIC1;ZIC2;ZIC3;ZIC4;ZIC5;ZIK1;ZIM3;ZKSCAN1;ZKSCAN2;ZKSCAN3;ZKSCAN4;ZNF121;ZNF124;ZNF133;ZNF136;ZNF138;ZNF14;ZNF140;ZNF143;ZNF146;ZNF148;ZNF155;ZNF157;ZNF160;ZNF169;ZNF175;ZNF177;ZNF18;ZNF180;ZNF181;ZNF2;ZNF20;ZNF212;ZNF213;ZNF214;ZNF221;ZNF222;ZNF223;ZNF224;ZNF225;ZNF226;ZNF227;ZNF229;ZNF230;ZNF232;ZNF233;ZNF234;ZNF235;ZNF24;ZNF25;ZNF250;ZNF257;ZNF26;ZNF260;ZNF263;ZNF264;ZNF268;ZNF274;ZNF276;ZNF28;ZNF280A;ZNF280B;ZNF280C;ZNF280D;ZNF281;ZNF282;ZNF283;ZNF284;ZNF285;ZNF286A;ZNF286B;ZNF3;ZNF30;ZNF300;ZNF302;ZNF317;ZNF32;ZNF320;ZNF322;ZNF324;ZNF324B;ZNF329;ZNF331;ZNF333;ZNF33A;ZNF33B;ZNF343;ZNF345;ZNF347;ZNF350;ZNF354A;ZNF354B;ZNF362;ZNF366;ZNF383;ZNF384;ZNF394;ZNF397;ZNF398;ZNF404;ZNF41;ZNF410;ZNF419;ZNF420;ZNF431;ZNF432;ZNF436;ZNF439;ZNF44;ZNF440;ZNF442;ZNF443;ZNF446;ZNF449;ZNF45;ZNF460;ZNF468;ZNF479;ZNF484;ZNF490;ZNF500;ZNF502;ZNF524;ZNF525;ZNF528;ZNF543;ZNF544;ZNF546;ZNF547;ZNF548;ZNF549;ZNF554;ZNF555;ZNF557;ZNF558;ZNF559;ZNF561;ZNF562;ZNF563;ZNF564;ZNF566;ZNF567;ZNF568;ZNF57;ZNF570;ZNF571;ZNF572;ZNF577;ZNF581;ZNF582;ZNF583;ZNF585A;ZNF586;ZNF589;ZNF595;ZNF599;ZNF600;ZNF605;ZNF607;ZNF611;ZNF613;ZNF614;ZNF615;ZNF616;ZNF619;ZNF620;ZNF621;ZNF625;ZNF627;ZNF649;ZNF652;ZNF653;ZNF665;ZNF667;ZNF669;ZNF670;ZNF672;ZNF679;ZNF680;ZNF683;ZNF689;ZNF692;ZNF701;ZNF705D;ZNF705E;ZNF705G;ZNF708;ZNF709;ZNF71;ZNF710;ZNF713;ZNF721;ZNF727;ZNF729;ZNF736;ZNF75A;ZNF75D;ZNF76;ZNF763;ZNF764;ZNF765;ZNF768;ZNF77;ZNF771;ZNF773;ZNF774;ZNF776;ZNF777;ZNF780A;ZNF780B;ZNF782;ZNF785;ZNF799;ZNF805;ZNF808;ZNF81;ZNF813;ZNF816;ZNF823;ZNF829;ZNF836;ZNF841;ZNF844;ZNF845;ZNF846;ZNF85;ZNF853;ZNF860;ZNF878;ZNF891;ZNF99;ZSCAN16;ZSCAN2;ZSCAN22;ZSCAN23;ZSCAN29;ZSCAN31;ZSCAN32;ZSCAN4;ZSCAN5A;ZSCAN5B;ZSCAN5C;ZSCAN9;ZXDA;ZXDB;ZXDC,ZNF136;ZNF490;ZNF563
MAFG_HUMAN.H11MO.1.A,12,0.1518987341772152,0.5252643839196085,2.059279255765325,1.0837031840197595,0.7434006115907188,0.9046468257954484,Maf-related factors{1.1.3},Small Maf factors{1.1.3.2},MAF;MAFA;MAFB;MAFF;MAFG;MAFK;NRL,MAFF;MAFG;MAFK
MYOG_HUMAN.H11MO.0.B,20,0.25316455696202533,0.524937019873021,1.5910342939426252,0.931477873303335,0.8964725093149705,0.9874004352597746,MyoD / ASC-related factors{1.2.2},Myogenic transcription factors{1.2.2.1},ASCL1;ASCL2;ASCL3;ASCL4;ASCL5;MYF5;MYF6;MYOD1;MYOG,MYF6;MYOD1;MYOG
FOXP2_HUMAN.H11MO.0.C,8,0.10126582278481013,0.5235066930805725,2.751336705327215,1.286317997809163,0.5247042965507759,0.7407052229737393,Forkhead box (FOX) factors{3.3.1},FOXP{3.3.1.16},FOXA1;FOXA2;FOXA3;FOXB1;FOXB2;FOXC1;FOXC2;FOXD1;FOXD2;FOXD3;FOXD4;FOXD4L1;FOXD4L3;FOXD4L4;FOXD4L5;FOXD4L6;FOXE1;FOXE3;FOXF1;FOXF2;FOXG1;FOXH1;FOXI1;FOXI2;FOXI3;FOXJ1;FOXJ2;FOXJ3;FOXK1;FOXK2;FOXL1;FOXL2;FOXM1;FOXN1;FOXN2;FOXN3;FOXN4;FOXO1;FOXO3;FOXO4;FOXO6;FOXP1;FOXP2;FOXP3;FOXP4;FOXQ1;FOXR1;FOXR2;FOXS1,FOXP1;FOXP2;FOXP3
