Probe,GeneID,Symbol,Distance,Sides,Raw.p
cg06033721,ENSG00000117528,ABCD3,-355009,L3,0.12057954128239491
cg06033721,ENSG00000117525,F3,-331875,L2,0.04303058179403342
cg06033721,ENSG00000143036,SLC44A3,-0,L1,0.8516513947467028
cg06033721,ENSG00000117519,CNN3,23273,R1,0.9096261480310667
cg06033721,ENSG00000172339,ALG14,100729,R2,0.8953106159900647
cg06033721,ENSG00000152078,TMEM56,243660,R3,0.04734306221353584
cg06033721,ENSG00000122481,RWDD3,360477,R4,0.045868647208414284
cg06033721,ENSG00000117569,PTBP2,1847987,R5,0.007604366450505434
cg06033721,ENSG00000188641,DPYD,2204065,R6,0.9999903341872157
cg06033721,ENSG00000162627,SNX7,3788002,R7,0.987399986272644
cg06033721,ENSG00000117598,LPPR5,4016572,R8,0.702421838174901
cg06033721,ENSG00000117600,LPPR4,4390275,R9,0.8296541589210266
cg06033721,ENSG00000099260,PALMD,4772265,R10,0.9956545491632897
cg06082598,ENSG00000117009,KMO,-153565,L4,0.9999999999999211
cg06082598,ENSG00000203668,CHML,-113277,L3,3.16384160075033e-5
cg06082598,ENSG00000054277,OPN3,-71831,L2,0.9998879643884453
cg06082598,ENSG00000162843,WDR64,-0,L1,0.9999966817810397
cg06082598,ENSG00000174371,EXO1,98757,R1,5.191258013243129e-9
cg06082598,ENSG00000197769,MAP1LC3C,246280,R2,0.9999999999727618
cg06082598,ENSG00000180287,PLD5,333776,R3,0.9998960281751866
cg06082598,ENSG00000143702,CEP170,1375218,R4,0.5779333987417289
cg06082598,ENSG00000054282,SDCCAG8,1506808,R5,0.31689481145486204
cg06082598,ENSG00000117020,AKT3,1739023,R6,0.5897325369419155
cg06082598,ENSG00000179456,ZBTB18,2302073,R7,0.36967145726689526
cg06082598,ENSG00000173728,C1orf100,2603425,R8,0.5726565394298045
cg06082598,ENSG00000035687,ADSS,2659284,R9,7.080712238335761e-9
cg06082598,ENSG00000179397,C1orf101,2705167,R10,0.19223727013598818
cg06082598,ENSG00000121644,DESI2,2903725,R11,8.299952564421077e-5
cg06082598,ENSG00000203667,COX20,3086112,R12,7.663065522942167e-4
cg06082598,ENSG00000188206,HNRNPU-AS1,3091428,R13,0.07326680467440032
cg06082598,ENSG00000153187,HNRNPU,3101956,R14,4.15200820524001e-9
cg06082598,ENSG00000203666,EFCAB2,3220495,R15,0.9945884716939241
cg06082598,ENSG00000162849,KIF26B,3405775,R16,0.6990851567130494
cg06201717,ENSG00000116151,MORN1,-626486,L10,0.9562735553790577
cg06201717,ENSG00000157916,RER1,-612749,L9,0.5451545804815463
cg06201717,ENSG00000157911,PEX10,-604396,L8,0.005295336831886253
cg06201717,ENSG00000149527,PLCH2,-512663,L7,0.39854900585813324
cg06201717,ENSG00000157881,PANK4,-491593,L6,0.035951456400009824
cg06201717,ENSG00000197921,HES5,-487948,L5,0.005719363402957969
cg06201717,ENSG00000157873,TNFRSF14,-452811,L4,0.9982005414432013
cg06201717,ENSG00000157870,FAM213B,-426724,L3,0.9277789148017163
cg06201717,ENSG00000142606,MMEL1,-385151,L2,0.9838748528022869
cg06201717,ENSG00000169717,ACTRT2,-10167,L1,0.5129365733038209
cg06201717,ENSG00000177133,LINC00982,26544,R1,0.9999993527474046
cg06201717,ENSG00000142611,PRDM16,36097,R2,0.999986467634557
cg06201717,ENSG00000130762,ARHGEF16,421355,R3,0.12833749171499442
cg06201717,ENSG00000162591,MEGF6,456849,R4,0.9997748672437897
cg06201717,ENSG00000158109,TPRG1L,591931,R5,0.28274560101898605
cg06201717,ENSG00000116213,WRAP73,597696,R6,0.0024538764217568575
cg06201717,ENSG00000078900,TP73,619449,R7,0.02644324915358797
cg06201717,ENSG00000227372,TP73-AS1,702913,R8,0.9511447833439765
cg06201717,ENSG00000162592,CCDC27,719327,R9,0.9668754485897297
cg06201717,ENSG00000235169,SMIM1,739717,R10,0.9519056162489757
cg06346954,ENSG00000066279,ASPM,-3033400,L10,0.04514540045943079
cg06346954,ENSG00000177888,ZBTB41,-2979552,L9,0.046601175563336435
cg06346954,ENSG00000134376,CRB1,-2701639,L8,0.9998181061711238
cg06346954,ENSG00000213047,DENND1B,-2404398,L7,0.8966761886235485
cg06346954,ENSG00000203724,C1orf53,-2272727,L6,0.002889239208669839
cg06346954,ENSG00000143355,LHX9,-2244616,L5,0.6116442639265519
cg06346954,ENSG00000151414,NEK7,-1857674,L4,0.9503743627176549
cg06346954,ENSG00000151418,ATP6V1G3,-1639149,L3,0.32736083318077164
cg06346954,ENSG00000081237,PTPRC,-1422679,L2,0.9999999998706903
cg06346954,ENSG00000116833,NR5A2,-2672,L1,0.9999992138665244
cg06346954,ENSG00000162702,ZNF281,224841,R1,0.999999556620709
cg06346954,ENSG00000118193,KIF14,371401,R2,0.01711583371046538
cg06346954,ENSG00000118197,DDX59,443797,R3,0.034773010454378715
cg06346954,ENSG00000118200,CAMSAP2,559459,R4,0.02254019123178385
cg06346954,ENSG00000170128,GPR25,692856,R5,0.9907693139739451
cg06346954,ENSG00000163362,C1orf106,710949,R6,0.0015170343031502037
cg06346954,ENSG00000116852,KIF21B,789293,R7,0.9999999844661897
cg06346954,ENSG00000081248,CACNA1S,859415,R8,0.9999974110143187
cg06346954,ENSG00000116857,TMEM9,954673,R9,0.6360226148687268
cg06346954,ENSG00000163395,IGFN1,1010726,R10,0.8420107155889014
cg06358191,ENSG00000188157,AGRN,-235641,L10,8.721682818206301e-4
cg06358191,ENSG00000131591,C1orf159,-175396,L9,1.8471117404953267e-6
cg06358191,ENSG00000162571,TTLL10,-93822,L8,0.14223455252800193
cg06358191,ENSG00000186891,TNFRSF18,-85066,L7,2.98357839491582e-4
cg06358191,ENSG00000186827,TNFRSF4,-77619,L6,0.6529210681825368
cg06358191,ENSG00000078808,SDF4,-59726,L5,0.003168194874557992
cg06358191,ENSG00000176022,B3GALT6,-56716,L4,0.005899274948723794
cg06358191,ENSG00000184163,FAM132A,-45035,L3,2.1476948809375057e-5
cg06358191,ENSG00000160087,UBE2J2,-17872,L2,9.852059885981476e-7
cg06358191,ENSG00000162572,SCNN1D,-0,L1,0.1331552188948868
cg06358191,ENSG00000131584,ACAP3,616,R1,9.91330667829124e-4
cg06358191,ENSG00000169972,PUSL1,16807,R2,1.2657175678849053e-5
cg06358191,ENSG00000127054,CPSF3L,19825,R3,6.200814717898295e-9
cg06358191,ENSG00000224051,GLTPD1,32996,R4,0.00371519852223388
cg06358191,ENSG00000169962,TAS1R3,39554,R5,0.25288223608197213
cg06358191,ENSG00000107404,DVL1,43516,R6,2.316188520700107e-4
cg06358191,ENSG00000162576,MXRA8,60929,R7,0.9794100033607395
cg06358191,ENSG00000175756,AURKAIP1,81970,R8,6.050400328246323e-4
cg06358191,ENSG00000221978,CCNL2,93951,R9,6.706214426420127e-5
cg06358191,ENSG00000242485,MRPL20,110148,R10,3.16384160075033e-5
cg06880420,ENSG00000066279,ASPM,-3004162,L10,2.008461570288375e-4
cg06880420,ENSG00000177888,ZBTB41,-2950314,L9,0.002956820082683686
cg06880420,ENSG00000134376,CRB1,-2672401,L8,0.9849627116095725
cg06880420,ENSG00000213047,DENND1B,-2375160,L7,0.6667761151115219
cg06880420,ENSG00000203724,C1orf53,-2243489,L6,0.015575375207760332
cg06880420,ENSG00000143355,LHX9,-2215378,L5,0.863594969490749
cg06880420,ENSG00000151414,NEK7,-1828436,L4,0.9622197162370294
cg06880420,ENSG00000151418,ATP6V1G3,-1609911,L3,0.617540971284047
cg06880420,ENSG00000081237,PTPRC,-1393441,L2,0.9999969373363876
cg06880420,ENSG00000116833,NR5A2,-0,L1,0.999992644932412
cg06880420,ENSG00000162702,ZNF281,254079,R1,0.9998912488219289
cg06880420,ENSG00000118193,KIF14,400639,R2,0.0019345217490458783
cg06880420,ENSG00000118197,DDX59,473035,R3,0.019134550612544717
cg06880420,ENSG00000118200,CAMSAP2,588697,R4,0.23626133685814504
cg06880420,ENSG00000170128,GPR25,722094,R5,0.4412131396384884
cg06880420,ENSG00000163362,C1orf106,740187,R6,0.004747024489545148
cg06880420,ENSG00000116852,KIF21B,818531,R7,0.9999984045323391
cg06880420,ENSG00000081248,CACNA1S,888653,R8,0.980656134002594
cg06880420,ENSG00000116857,TMEM9,983911,R9,0.3611414813580961
cg06880420,ENSG00000163395,IGFN1,1039964,R10,0.8903993886619503
cg06911744,ENSG00000157911,PEX10,-931270,L10,0.013358190949513755
cg06911744,ENSG00000149527,PLCH2,-839537,L9,0.2027583639087388
cg06911744,ENSG00000157881,PANK4,-818467,L8,0.15010564847182364
cg06911744,ENSG00000197921,HES5,-814822,L7,0.13868297351232858
cg06911744,ENSG00000157873,TNFRSF14,-779685,L6,0.9898701565928866
cg06911744,ENSG00000157870,FAM213B,-753598,L5,0.5749722113883439
cg06911744,ENSG00000142606,MMEL1,-712025,L4,0.20144959751321945
cg06911744,ENSG00000169717,ACTRT2,-337041,L3,0.16385833235971298
cg06911744,ENSG00000177133,LINC00982,-291505,L2,0.9999835052772946
cg06911744,ENSG00000142611,PRDM16,-0,L1,0.9999976183295576
cg06911744,ENSG00000130762,ARHGEF16,94481,R1,0.5601060167888987
cg06911744,ENSG00000162591,MEGF6,129975,R2,0.7993694135098508
cg06911744,ENSG00000158109,TPRG1L,265057,R3,0.2114033393691684
cg06911744,ENSG00000116213,WRAP73,270822,R4,0.09540124937086342
cg06911744,ENSG00000078900,TP73,292575,R5,0.013619523903362676
cg06911744,ENSG00000227372,TP73-AS1,376039,R6,0.08914830729092857
cg06911744,ENSG00000162592,CCDC27,392453,R7,0.9735495626275614
cg06911744,ENSG00000235169,SMIM1,412843,R8,0.7590521215511892
cg06911744,ENSG00000130764,LRRC47,420275,R9,0.04443135854402269
cg06911744,ENSG00000116198,CEP104,452136,R10,0.6776996758063887
cg07163168,ENSG00000162624,LHX8,-1272627,L10,0.0083599611776611
cg07163168,ENSG00000137968,SLC44A5,-823044,L9,0.009729286482733059
cg07163168,ENSG00000206620,SNORD45C,-647010,L8,1
cg07163168,ENSG00000117054,ACADM,-646585,L7,0.9920727160281819
cg07163168,ENSG00000207241,SNORD45A,-646188,L6,1
cg07163168,ENSG00000201487,SNORD45B,-644612,L5,1
cg07163168,ENSG00000137955,RABGGTB,-639081,L4,0.3811446045310021
cg07163168,ENSG00000057468,MSH4,-520922,L3,0.39410503249954054
cg07163168,ENSG00000154007,ASB17,-501729,L2,0.5120665585214281
cg07163168,ENSG00000184005,ST6GALNAC3,-0,L1,0.9999997717971354
cg07163168,ENSG00000117069,ST6GALNAC5,433278,R1,0.9999996486333929
cg07163168,ENSG00000142892,PIGK,654827,R2,0.999977078135954
cg07163168,ENSG00000154027,AK5,847888,R3,0.9848733624112787
cg07163168,ENSG00000036549,ZZZ3,1128253,R4,0.020589996639260495
cg07163168,ENSG00000077254,USP33,1261824,R5,0.8390617230677527
cg07163168,ENSG00000180488,FAM73A,1345461,R6,0.9634471654630077
cg07163168,ENSG00000162614,NEXN,1454350,R7,0.999999998729342
cg07163168,ENSG00000162613,FUBP1,1509892,R8,0.5956024867464659
cg07163168,ENSG00000162616,DNAJB4,1545011,R9,0.5571218818565226
cg07163168,ENSG00000137960,GIPC2,1545378,R10,0.9998539179019527
cg07236204,ENSG00000066279,ASPM,-2256961,L10,0.016797726893641732
cg07236204,ENSG00000177888,ZBTB41,-2203113,L9,1.3378114517043616e-4
cg07236204,ENSG00000134376,CRB1,-1925200,L8,0.9125543032612591
cg07236204,ENSG00000213047,DENND1B,-1627959,L7,0.26018941852413446
cg07236204,ENSG00000203724,C1orf53,-1496288,L6,0.05119554639333209
cg07236204,ENSG00000143355,LHX9,-1468177,L5,0.7973434655837561
cg07236204,ENSG00000151414,NEK7,-1081235,L4,0.870070231573263
cg07236204,ENSG00000151418,ATP6V1G3,-862710,L3,0.5120665585214281
cg07236204,ENSG00000081237,PTPRC,-646240,L2,0.9999999969701453
cg07236204,ENSG00000116833,NR5A2,623942,L1,0.9999989383049975
cg07236204,ENSG00000162702,ZNF281,1001280,R1,0.9998912488219289
cg07236204,ENSG00000118193,KIF14,1147840,R2,0.08436966255989213
cg07236204,ENSG00000118197,DDX59,1220236,R3,0.0020296126434069094
cg07236204,ENSG00000118200,CAMSAP2,1335898,R4,0.0019345217490458783
cg07236204,ENSG00000170128,GPR25,1469295,R5,0.999801640485362
cg07236204,ENSG00000163362,C1orf106,1487388,R6,0.18209023609589192
cg07236204,ENSG00000116852,KIF21B,1565732,R7,0.9999999997682755
cg07236204,ENSG00000081248,CACNA1S,1635854,R8,0.6981526720973203
cg07236204,ENSG00000116857,TMEM9,1731112,R9,0.0941255083637881
cg07236204,ENSG00000163395,IGFN1,1787165,R10,0.6444367747239728
cg07347148,ENSG00000143195,ILDR2,-842082,L10,0.8312052219176238
cg07347148,ENSG00000143194,MAEL,-795350,L9,0.509158521270797
cg07347148,ENSG00000143167,GPA33,-726933,L8,0.9914074117898191
cg07347148,ENSG00000198842,DUSP27,-688399,L7,0.08536085422825174
cg07347148,ENSG00000143190,POU2F1,-390219,L6,0.011194761309448412
cg07347148,ENSG00000198821,CD247,-298954,L5,0.9999388440494604
cg07347148,ENSG00000143162,CREG1,-263797,L4,0.0056507306299366355
cg07347148,ENSG00000198771,RCSD1,-111315,L3,0.9999988561298915
cg07347148,ENSG00000197965,MPZL1,-25645,L2,0.9925527053974257
cg07347148,ENSG00000143199,ADCY10,-0,L1,1.0657643298710701e-5
cg07347148,ENSG00000143158,MPC2,99163,R1,0.030372202309454352
cg07347148,ENSG00000143164,DCAF6,118217,R2,0.009154403505150331
cg07347148,ENSG00000143147,GPR161,267193,R3,7.466092904282944e-4
cg07347148,ENSG00000143155,TIPRL,361367,R4,0.3088595980810198
cg07347148,ENSG00000213064,SFT2D2,408372,R5,0.4758806175408964
cg07347148,ENSG00000214262,ANKRD36BP1,427999,R6,0.08320559368392845
cg07347148,ENSG00000143178,TBX19,463474,R7,0.8868421513231972
cg07347148,ENSG00000143185,XCL2,723199,R8,0.999291392982134
cg07347148,ENSG00000143184,XCL1,758907,R9,0.220260460157277
cg07347148,ENSG00000143196,DPT,877893,R10,0.9999873428243211
cg07381872,ENSG00000184292,TACSTD2,-2364909,L10,1.4608209804737964e-4
cg07381872,ENSG00000185839,RP4-592A1.2,-2310873,L9,0.6072768047944004
cg07381872,ENSG00000162601,MYSM1,-2242311,L8,0.002232628936163203
cg07381872,ENSG00000177606,JUN,-2158290,L7,0.84812348967622
cg07381872,ENSG00000224609,RP11-470E16.1,-1743782,L6,0.9817841771233297
cg07381872,ENSG00000172456,FGGY,-1174728,L5,0.46384847800418083
cg07381872,ENSG00000134709,HOOK1,-1066025,L4,1.3378114517043616e-4
cg07381872,ENSG00000134716,CYP2J2,-1015613,L3,0.07222108519828374
cg07381872,ENSG00000162598,C1orf87,-868633,L2,0.9996924838535772
cg07381872,ENSG00000162599,NFIA,-0,L1,0.2956700931087873
cg07381872,ENSG00000162604,TM2D1,738640,R1,0.5301388922909962
cg07381872,ENSG00000132849,INADL,800071,R2,0.15727206623492115
cg07381872,ENSG00000240563,L1TD1,1252425,R3,0.999994423701768
cg07381872,ENSG00000132854,KANK4,1294573,R4,0.9972417599854815
cg07381872,ENSG00000162607,USP1,1493890,R5,0.07978584853872836
cg07381872,ENSG00000116641,DOCK7,1512321,R6,0.19019431223747502
cg07381872,ENSG00000132855,ANGPTL3,1655080,R7,7.187827715242937e-4
cg07381872,ENSG00000125703,ATG4C,1841728,R8,0.9985911243213105
cg07381872,ENSG00000187140,FOXD3,2380652,R9,0.3195200939950982
cg07381872,ENSG00000088035,ALG6,2425183,R10,0.0027582400145184666
cg07388700,ENSG00000180758,GPR157,-831671,L10,0.9308474801581442
cg07388700,ENSG00000049239,H6PD,-689504,L9,0.45484541951845364
cg07388700,ENSG00000171621,SPSB1,-591309,L8,0.8868421513231972
cg07388700,ENSG00000171612,SLC25A33,-375663,L7,3.709446508680702e-5
cg07388700,ENSG00000188807,TMEM201,-345965,L6,2.3816704424036207e-6
cg07388700,ENSG00000171608,PIK3CD,-231728,L5,0.9850066292918552
cg07388700,ENSG00000171603,CLSTN1,-136316,L4,0.04234369312604041
cg07388700,ENSG00000178585,CTNNBIP1,-50506,L3,0.5120652076194926
cg07388700,ENSG00000162441,LZIC,-17435,L2,0.13809597614016914
cg07388700,ENSG00000173614,NMNAT1,-0,L1,0.9922356519549477
cg07388700,ENSG00000162444,RBP7,36361,R1,0.35268000073361
cg07388700,ENSG00000130939,UBE4B,71987,R2,9.91330667829124e-4
cg07388700,ENSG00000054523,KIF1B,249960,R3,0.2700988869746679
cg07388700,ENSG00000142657,PGD,437746,R4,0.4398939832111013
cg07388700,ENSG00000175279,APITD1,469256,R5,0.007293088396844382
cg07388700,ENSG00000241563,CORT,488873,R6,0.06618261410513503
cg07388700,ENSG00000160049,DFFA,495676,R7,0.23626133685814504
cg07388700,ENSG00000142655,PEX14,511442,R8,0.220260460157277
cg07388700,ENSG00000130940,CASZ1,675758,R9,0.015281993475206052
cg07388700,ENSG00000175262,C1orf127,985625,R10,0.7543154692420923
cg07921765,ENSG00000181873,IBA57,-518128,L10,0.03251122475609193
cg07921765,ENSG00000154358,OBSCN,-321509,L9,0.7471177639180279
cg07921765,ENSG00000154370,TRIM11,-293545,L8,0.14145843321872398
cg07921765,ENSG00000162931,TRIM17,-283524,L7,0.763738663141855
cg07921765,ENSG00000168148,HIST3H3,-275060,L6,0.3000473858053971
cg07921765,ENSG00000181218,HIST3H2A,-242526,L5,0.004542277148480404
cg07921765,ENSG00000196890,HIST3H2BB,-241827,L4,0.15273654731884484
cg07921765,ENSG00000168159,RNF187,-204619,L3,0.05700338690683136
cg07921765,ENSG00000183929,DUSP5P1,-99936,L2,0.02254019123178385
cg07921765,ENSG00000116574,RHOU,-5670,L1,0.9999999999737609
cg07921765,ENSG00000168118,RAB4A,518733,R1,0.19851627175021813
cg07921765,ENSG00000154429,CCSAP,568669,R2,0.11608644160815154
cg07921765,ENSG00000143632,ACTA1,678903,R3,0.999765084236224
cg07921765,ENSG00000069248,NUP133,688956,R4,0.002128927082288555
cg07921765,ENSG00000135776,ABCB10,764240,R5,0.1019712170831791
cg07921765,ENSG00000135801,TAF5L,840769,R6,0.24330997503154686
cg07921765,ENSG00000135763,URB2,873892,R7,0.0011833463096966002
cg07921765,ENSG00000143641,GALNT2,1305447,R8,0.9421261543634776
cg07921765,ENSG00000177614,PGBD5,1569303,R9,0.05280471882091606
cg07921765,ENSG00000135775,COG2,1890146,R10,0.002571776175401213
cg07959978,ENSG00000142856,ITGB3BP,-1934698,L10,0.3956331856287218
cg07959978,ENSG00000079739,PGM1,-1868174,L9,0.9663735305357976
cg07959978,ENSG00000185483,ROR1,-1346909,L8,0.9991823696891456
cg07959978,ENSG00000177414,UBE2U,-1261039,L7,0.49550485711355785
cg07959978,ENSG00000158966,CACHD1,-835349,L6,0.0025122010245598675
cg07959978,ENSG00000162437,RAVER2,-695175,L5,3.2431793128415756e-4
cg07959978,ENSG00000162434,JAK1,-561903,L4,0.9888052386905516
cg07959978,ENSG00000162433,AK4,-296262,L3,0.13809597614016914
cg07959978,ENSG00000116675,DNAJC6,-112538,L2,0.9948186305098073
cg07959978,ENSG00000116678,LEPR,-0,L1,0.9999673351291914
cg07959978,ENSG00000184588,PDE4B,264104,R1,0.9996756820687158
cg07959978,ENSG00000118473,SGIP1,1004973,R2,0.9766372460415506
cg07959978,ENSG00000152760,TCTEX1D1,1224049,R3,0.996831805125442
cg07959978,ENSG00000172410,INSL5,1269331,R4,0.690895426612268
cg07959978,ENSG00000152763,WDR78,1284475,R5,0.997970387356593
cg07959978,ENSG00000198160,MIER1,1396485,R6,0.9931527702206993
cg07959978,ENSG00000116704,SLC35D1,1470922,R7,0.7590521215511892
cg07959978,ENSG00000203963,C1orf141,1563755,R8,0.9562063832070373
cg07959978,ENSG00000162594,IL23R,1637990,R9,0.3776049320470821
cg07959978,ENSG00000081985,IL12RB2,1778954,R10,0.045868647208414284
cg08036553,ENSG00000162607,USP1,-1732329,L10,0.016797726893641732
cg08036553,ENSG00000132855,ANGPTL3,-1577974,L9,0.0011728247884457887
cg08036553,ENSG00000116641,DOCK7,-1495835,L8,0.48793479238050746
cg08036553,ENSG00000125703,ATG4C,-1318620,L7,0.9991051087183086
cg08036553,ENSG00000187140,FOXD3,-859007,L6,0.09666151434343886
cg08036553,ENSG00000088035,ALG6,-745571,L5,0.005181369490192657
cg08036553,ENSG00000203965,EFCAB7,-611440,L4,0.26018941852413446
cg08036553,ENSG00000142856,ITGB3BP,-590412,L3,0.009534248438311818
cg08036553,ENSG00000079739,PGM1,-523888,L2,0.9696277976905456
cg08036553,ENSG00000185483,ROR1,-2623,L1,0.9999991835567401
cg08036553,ENSG00000177414,UBE2U,19503,R1,0.2827598121399573
cg08036553,ENSG00000158966,CACHD1,286621,R2,0.02835112969632234
cg08036553,ENSG00000162437,RAVER2,560971,R3,3.709446508680702e-5
cg08036553,ENSG00000162434,JAK1,649105,R4,0.99999753080237
cg08036553,ENSG00000162433,AK4,963425,R5,1.3991250552266258e-5
cg08036553,ENSG00000116675,DNAJC6,1064095,R6,0.3277436782366483
cg08036553,ENSG00000116678,LEPR,1236441,R7,0.9955571095275676
cg08036553,ENSG00000184588,PDE4B,1608390,R8,0.999999995035013
cg08036553,ENSG00000118473,SGIP1,2349259,R9,0.999999864152276
cg08036553,ENSG00000152760,TCTEX1D1,2568335,R10,0.9999778117468237
cg08458711,ENSG00000162391,FAM151A,-384323,L10,0.24668231371215738
cg08458711,ENSG00000162390,ACOT11,-368687,L9,0.0018885103131028732
cg08458711,ENSG00000184313,MROH7,-297613,L8,0.2651206375404519
cg08458711,ENSG00000243725,TTC4,-265222,L7,0.02421043300456768
cg08458711,ENSG00000162396,PARS2,-243365,L6,0.5150802161879877
cg08458711,ENSG00000006555,TTC22,-206612,L5,0.7248765340092216
cg08458711,ENSG00000162398,C1orf177,-165627,L4,0.9173795288078439
cg08458711,ENSG00000116133,DHCR24,-120661,L3,0.9628375818841735
cg08458711,ENSG00000143001,TMEM61,-15586,L2,0.9999942263841946
cg08458711,ENSG00000162399,BSND,-0,L1,0.12871163433439467
cg08458711,ENSG00000169174,PCSK9,31666,R1,0.43691325910808537
cg08458711,ENSG00000162402,USP24,58477,R2,0.03251122475609193
cg08458711,ENSG00000162407,PPAP2B,1486864,R3,0.9994843848998385
cg08458711,ENSG00000162409,PRKAA2,1637440,R4,0.96522698954562125
cg08458711,ENSG00000187889,C1orf168,1710922,R5,0.9314086387613332
cg08458711,ENSG00000157131,C8A,1846924,R6,0.9820639181812385
cg08458711,ENSG00000021852,C8B,1921328,R7,0.9921293656434559
cg08458711,ENSG00000173406,DAB1,1986896,R8,0.33344965862168985
cg08458711,ENSG00000162600,OMA1,3407501,R9,0.31689481145486204
cg08458711,ENSG00000184292,TACSTD2,3567544,R10,0.04234369312604041
cg08530008,ENSG00000188770,OPTC,-682500,L10,0.7352485330266779
cg08530008,ENSG00000221643,SNORA77,-461659,L9,0.716052023026062
cg08530008,ENSG00000058668,ATP2B4,-447283,L8,0.9716488703036776
cg08530008,ENSG00000122188,LAX1,-415131,L7,0.5601060167888987
cg08530008,ENSG00000058673,ZC3H11A,-337240,L6,0.4758806175408964
cg08530008,ENSG00000182004,SNRPE,-320814,L5,0.07756578436355707
cg08530008,ENSG00000143842,SOX13,-63629,L4,0.569037291835346
cg08530008,ENSG00000143845,ETNK2,-39185,L3,0.046601175563336435
cg08530008,ENSG00000143839,REN,-25027,L2,0.99881515588378
cg08530008,ENSG00000170498,KISS1,-0,L1,0.620243487725772
cg08530008,ENSG00000174567,GOLT1A,6793,R1,0.9999824532943206
cg08530008,ENSG00000143850,PLEKHA6,27484,R2,0.9995846538378212
cg08530008,ENSG00000158615,PPP1R15B,212020,R3,0.8619040238598309
cg08530008,ENSG00000133056,PIK3C2B,231261,R4,0.9996572244843726
cg08530008,ENSG00000198625,MDM4,325016,R5,0.2700988869746679
cg08530008,ENSG00000170382,LRRN2,425803,R6,0.9999592167513554
cg08530008,ENSG00000163531,NFASC,637284,R7,0.999982929167967
cg08530008,ENSG00000184144,CNTN2,851830,R8,0.9944764756265706
cg08530008,ENSG00000174529,TMEM81,891763,R9,0.45634428893627554
cg08530008,ENSG00000117222,RBBP5,894775,R10,0.6473199992663901
cg08530632,ENSG00000137975,CLCA2,-2114928,L10,0.009342637261458647
cg08530632,ENSG00000016490,CLCA1,-2071197,L9,0.1590107978709693
cg08530632,ENSG00000016602,CLCA4,-1990732,L8,0.02933809617450486
cg08530632,ENSG00000153923,CLCA3P,-1916110,L7,0.020291850698352286
cg08530632,ENSG00000097033,SH3GLB1,-1823302,L6,0.661260068153421
cg08530632,ENSG00000183291,SEP15,-1657062,L5,0.4458654969788278
cg08530632,ENSG00000153936,HS2ST1,-1434835,L4,0.15010564847182364
cg08530632,ENSG00000267272,LINC01140,-1402288,L3,0.011879372492145211
cg08530632,ENSG00000143013,LMO4,-1222563,L2,0.03089571297423379
cg08530632,ENSG00000065243,PKN2,112733,L1,0.002180219139073471
cg08530632,ENSG00000137947,GTF2B,281443,R1,0.868464330501759
cg08530632,ENSG00000137944,CCBL2,364284,R2,0.10745964602006183
cg08530632,ENSG00000213516,RBMXL1,407967,R3,0.01617666168684658
cg08530632,ENSG00000117226,GBP3,435177,R4,0.8839135583918485
cg08530632,ENSG00000117228,GBP1,480830,R5,0.9950400370780699
cg08530632,ENSG00000162645,GBP2,534643,R6,0.9992135185544975
cg08530632,ENSG00000213512,GBP7,560262,R7,0.9878324957180836
cg08530632,ENSG00000162654,GBP4,609659,R8,0.9994703850653368
cg08530632,ENSG00000154451,GBP5,687461,R9,0.9892423554089071
cg08530632,ENSG00000183347,GBP6,792445,R10,0.003168194874557992
cg08642771,ENSG00000134389,CFHR5,-1413953,L10,0.5537789329198827
cg08642771,ENSG00000143278,F13B,-1356360,L9,0.6091861508094929
cg08642771,ENSG00000066279,ASPM,-1276933,L8,0.1267588140494696
cg08642771,ENSG00000177888,ZBTB41,-1223085,L7,0.41026746305808454
cg08642771,ENSG00000134376,CRB1,-945172,L6,0.9860040827704188
cg08642771,ENSG00000213047,DENND1B,-647931,L5,0.6557092162588628
cg08642771,ENSG00000203724,C1orf53,-516260,L4,0.9438567308410742
cg08642771,ENSG00000143355,LHX9,-488149,L3,0.8809612415255561
cg08642771,ENSG00000151414,NEK7,-101207,L2,0.9934364681370912
cg08642771,ENSG00000151418,ATP6V1G3,99592,L1,0.27559238682356135
cg08642771,ENSG00000081237,PTPRC,215041,R1,0.932836711100063
cg08642771,ENSG00000116833,NR5A2,1603970,R2,0.9412452806965665
cg08642771,ENSG00000162702,ZNF281,1981308,R3,0.5511440477618682
cg08642771,ENSG00000118193,KIF14,2127868,R4,0.046601175563336435
cg08642771,ENSG00000118197,DDX59,2200264,R5,0.08673439339457219
cg08642771,ENSG00000118200,CAMSAP2,2315926,R6,0.8809315669256823
cg08642771,ENSG00000170128,GPR25,2449323,R7,0.3575529277055789
cg08642771,ENSG00000163362,C1orf106,2467416,R8,0.5301388922909962
cg08642771,ENSG00000116852,KIF21B,2545760,R9,0.5391548298266795
cg08642771,ENSG00000081248,CACNA1S,2615882,R10,0.7316723592984202
cg08831401,ENSG00000157911,PEX10,-938251,L10,0.027383335334764388
cg08831401,ENSG00000149527,PLCH2,-846518,L9,0.06716328889993689
cg08831401,ENSG00000157881,PANK4,-825448,L8,0.28274560101898605
cg08831401,ENSG00000197921,HES5,-821803,L7,0.27979594456849627
cg08831401,ENSG00000157873,TNFRSF14,-786666,L6,0.9997873340427977
cg08831401,ENSG00000157870,FAM213B,-760579,L5,0.5897325369419155
