probe,pvalue,Primary.solid.Tumor_Minus_Solid.Tissue.Normal,adjust.p
cg13683667,1.6905235938137065e-6,-0.1262295293050189,2.9738407745190018e-6
cg16582732,6.311071299956432e-11,-0.1868196599838008,1.8045385225468644e-10
cg24304972,4.4437358484710854e-4,-0.09802553128575808,5.577814268132976e-4
cg13465000,2.5092550929828017e-5,-0.07358347690898559,3.6555382917633736e-5
cg17467525,2.6374762332405507e-4,-0.235755207907413,3.388745167918362e-4
cg21164509,3.380436019836967e-5,-0.258773942136418,4.8287854068289277e-5
cg15499275,7.413235658266831e-10,-0.25670233431572687,1.912252072705832e-9
cg23799532,5.053728913322977e-16,-0.29863849160768186,2.1260949318643044e-15
cg14176088,1.0631972061713793e-4,-0.12492999630753968,1.4246335876180434e-4
cg26307814,0.066784692376133,-0.036782935735042155,0.0728756636730507
cg26404223,1.4757099329777803e-7,-0.08270195192192942,2.963717448730375e-7
cg15678052,5.832764844620198e-10,-0.44757083897454425,1.516159367160905e-9
cg21117808,2.496609884560565e-4,-0.3252200372894184,3.212647502100437e-4
cg13871843,8.292336717713317e-9,-0.35352360256308696,1.9189536409852353e-8
cg14037769,2.2802781513800679e-10,-0.2148858517121936,6.164790450926561e-10
cg16578549,1.3498839804899487e-10,-0.619677887815487,3.7454840050765514e-10
cg07388700,4.461187612674305e-10,-0.5779079594637971,1.174106630667949e-9
cg23716690,0.9757080028821428,0.056402560066160734,0.9987981801348148
cg11802797,6.660804759526183e-7,-0.15982980810302597,1.2375305759163735e-6
cg26896979,4.2500587411571243e-10,-0.32022423678461415,1.1202889213018857e-9
cg22400059,2.3202682784266886e-5,-0.4860712149389623,3.418596144721243e-5
cg22515654,0.7075012741410168,0.008239552083193935,0.7390431266104616
cg24294013,0.02689475441617355,-0.04117008962613167,0.029849638618476827
cg01063935,7.253601087752502e-17,-0.2586059949944788,3.3072500094698567e-16
cg16057915,0.029190462706778348,-0.042536239786433616,0.03233375613022657
cg07357157,0.017724180655466406,-0.04405960941537734,0.019828045600644446
cg16120244,8.778276265481317e-5,-0.06788361730160397,1.1885194269556166e-4
cg18271964,1.2839497731328756e-5,-0.106064816239266,1.9835377905450194e-5
cg07985864,2.264911331954128e-43,-0.5886811406787925,6.368175695011024e-41
cg02634861,1.7717401782741192e-41,-0.6280013090841383,2.717205164316763e-39
cg24661860,6.5913397726165245e-6,-0.15726036417843464,1.0610295988935188e-5
cg04090867,4.47645475456207e-16,-0.1985496612529999,1.9022113780720937e-15
cg17177074,7.763987418543815e-26,-0.2814569923021101,9.032997775919596e-25
cg26522708,6.883285028596194e-6,-0.2708434917379917,1.1038119622853401e-5
cg25463742,8.011865447949068e-5,-0.33187052273803425,1.0900013718298452e-4
cg23957159,2.162192507049142e-17,-0.28986663200379925,1.0333197618673944e-16
cg07169439,2.5504356294432845e-11,-0.24536276893240805,7.548394573457581e-11
cg01551133,1.1382604739847509e-5,-0.16025632373415316,1.771444114033464e-5
cg17480077,2.337907002090394e-13,-0.2668900654607751,8.082067853537899e-13
cg26027690,3.7934000835660274e-10,-0.5794116029118159,1.0062053366314289e-9
cg04117764,9.49956418386284e-18,-0.40894340525950706,4.755419815482674e-17
cg25013303,2.7465710766086227e-8,-0.25436213936970903,6.0174875405698e-8
cg17944737,1.2483339947565928e-10,-0.14808677010556964,3.492436897436769e-10
cg05304461,9.894397265321367e-13,-0.31913844661529256,3.2411355702130383e-12
cg20453412,1.025826762164077e-4,-0.16576752310795817,1.380039671268579e-4
cg18947360,4.848540373950514e-6,-0.14510520444254374,7.956700010558868e-6
cg14853169,0.0015303351642257127,-0.034552198642694786,0.0018348794755144117
cg16733203,8.821237150280884e-9,-0.13562108313540822,2.0302083318586428e-8
cg25287708,1.349093621771915e-19,-0.4846450436327558,7.767648259144098e-19
cg16020346,0.004908840092245497,-0.10532163912983344,0.005668181543886485
cg21109485,9.131527299041453e-8,-0.2071031911499076,1.880938529118795e-7
cg20946054,0.0010629160805019854,-0.14269296522630673,0.0012956209738488795
cg20462100,1.7853875183985652e-9,-0.3738849176070623,4.409881030070834e-9
cg22877366,4.825457323370547e-6,-0.31388680358333265,7.92653018941199e-6
cg24427243,2.3854437455364656e-6,-0.12193451393600005,4.0980077380040915e-6
cg20820107,0.03814089553356617,-0.028627179746961287,0.04205469984648767
cg11732301,0.0036666399415662275,-0.13648472119407276,0.004271838108717007
cg16513984,2.4403767897055932e-20,-0.36088856518469115,1.5247835719382726e-19
cg23983887,1.8164835348581058e-4,-0.03272933710944781,2.3791985429391492e-4
cg24541835,4.405318160217524e-6,-0.08969217901778803,7.271792305564542e-6
cg26029221,2.9503325137710692e-5,-0.1574269943449828,4.239532326006639e-5
cg16047567,1.4906224682882473e-4,-0.04779347971902767,1.9692091652327904e-4
cg15557758,1.3145679792860234e-9,-0.32317285704483273,3.2952097786857677e-9
cg23799025,5.204760761944131e-19,-0.15576417745405663,2.8694220279084143e-18
cg10375300,0.12036824484798342,-0.017088767905557578,0.13025094872260937
cg06604289,8.379878153078762e-5,-0.29301262631293795,1.1382330470405695e-4
cg12481389,1.041386007919872e-30,-0.5169003451600029,2.0914502325724093e-29
cg27544405,6.660118198803131e-7,-0.2118845523932085,1.2375305759163735e-6
cg17844725,1.919849486926336e-4,-0.08976949690820474,2.5009931154013347e-4
cg20971147,8.606800305116886e-4,-0.05729381912504461,0.0010536772216786783
cg17785202,4.655555888743144e-6,-0.41912473596037775,7.669846469052426e-6
cg01017257,1.4033579959129177e-5,-0.230410970273243,2.152240853731902e-5
cg19085146,0.32863521398780526,-0.011568026363400041,0.3489034650707536
cg16985952,6.281090444617863e-4,-0.06068533245106558,7.774174306728052e-4
cg24589834,5.367883423888526e-35,-0.4240823206818058,1.9686128991521614e-33
cg18861119,8.535632141084258e-10,-0.28269548805215483,2.181759306365022e-9
cg17596058,8.559211213707515e-7,-0.31247892512787023,1.5660942860655724e-6
cg07370352,1.3569033888683556e-13,-0.1589539385126082,4.768950035460242e-13
cg00915214,9.776221792877476e-22,-0.3242217208576329,6.98834159516284e-21
cg11157208,3.099180640360005e-33,-0.6872741557654961,8.71386290047888e-32
cg13322252,1.3347062497969673e-7,-0.5355605354689683,2.6901427041905423e-7
cg16552271,9.855662247938044e-16,-0.3217601429996998,4.055244442017434e-15
cg24038105,2.9887981218323775e-10,-0.26868453366990425,8.003337192906699e-10
cg14036402,8.790263033492198e-6,-0.3529235922873189,1.391104478189619e-5
cg20149780,5.772320813363029e-4,-0.3796567105391631,7.165493165668456e-4
cg08928189,4.31812195566301e-5,-0.039676436107192736,6.0857742182151196e-5
cg16255585,6.78427486142726e-4,-0.05612586206236414,8.372400651958879e-4
cg21004104,1.597590001806893e-6,-0.5797761200166173,2.8191781726445904e-6
cg13196578,8.101076752163525e-34,-0.5159858171532833,2.5312464341183355e-32
cg03478588,0.0028456922035936796,-0.058618263636397216,0.003350092636052015
cg15575196,0.0016970436824867905,-0.04682609218335054,0.0020246907300956263
cg21206353,1.1085383550898556e-5,-0.041027164274485384,1.7283772689802093e-5
cg07107113,0.24527405654286594,-0.014028241524225271,0.2617187434458032
cg17332369,1.6982374257286156e-9,-0.1300617590414581,4.206940583266042e-9
cg22947094,6.651218063623994e-6,-0.38748036727931384,1.0691203275904083e-5
cg22431228,4.566597758284086e-5,-0.10596960104688014,6.414529906931933e-5
cg22711082,5.915574716034412e-14,-0.34611093769274226,2.1461450636451727e-13
cg24363848,1.7308688718372738e-24,-0.23268549021221024,1.7277963235440714e-23
cg00107046,0.9879711179021486,0.017547246915965375,1
cg22874802,0.05471484202763298,-0.035674647094439904,0.059859882296119875
cg23072161,3.9842293268338e-4,-0.2698885235783448,5.023464031665636e-4
cg18787437,4.310894770042969e-8,-0.40932055719191174,9.252518418654566e-8
cg13460168,3.553738719476399e-13,-0.21739438936348165,1.2111428726781182e-12
cg20167471,3.8288708310200234e-13,-0.17085378961127817,1.2970492152471445e-12
cg16680438,0.9999999999981837,0.07842571682211327,1
cg03885055,6.072307555865078e-6,-0.2330079775970436,9.849983506484986e-6
cg20976831,3.7010052613896627e-13,-0.22489573133501461,1.2587894911218471e-12
cg26516532,0.999999999994257,0.16141065251524292,1
cg27576785,6.588679173449026e-5,-0.047889855037821574,9.080965494778193e-5
cg26158406,8.707079216102286e-7,-0.2562292023969985,1.5897015841520081e-6
cg19414383,5.620771662677476e-5,-0.25310501551133224,7.79789621294153e-5
cg05800639,1.098959005775786e-32,-0.3830645446919243,2.6484912039196445e-31
cg20321265,8.563758939248364e-11,-0.43492684052660086,2.424003578944965e-10
cg06772309,3.660159706843668e-6,-0.2481002970148439,6.119612909261911e-6
cg21930668,1.0793639969801871e-8,-0.2145688128280696,2.444143708598088e-8
cg08939394,4.997851627888314e-7,-0.4118270207462592,9.389059795375931e-7
cg14561834,1.4656378652244447e-5,-0.11454203011614433,2.2396114842696e-5
cg15995125,0.6476753947319368,0.00487817219742942,0.6778091755042044
cg20940024,2.7801628921018692e-11,-0.19681744275156965,8.199536361845897e-11
cg24539455,6.388188644953466e-9,-0.15363494986707876,1.4947121004211508e-8
cg09127170,7.101679609365273e-7,-0.12616877667535842,1.315096981448871e-6
cg25979543,2.1967358065046127e-7,-0.34244506686579645,4.3192229668686265e-7
cg26232308,2.436189274189943e-6,-0.2183250244837857,4.168206192249933e-6
cg21291759,7.596121979111779e-34,-0.5381855116152261,2.464357265146456e-32
cg15564444,1.2488464155246479e-20,-0.2947169721560555,8.134378003822706e-20
cg13921220,1.4655913899497797e-5,-0.2821245296947391,2.2396114842696e-5
cg17943995,5.503002996675967e-6,-0.4126764113679713,8.969629039026432e-6
cg12610169,3.111012739807648e-23,-0.315531745808432,2.6241392460277513e-22
cg11704005,0.9977727798361616,0.07884462410470267,1
cg12407421,2.9266718333496778e-12,-0.14030187097951252,9.26321835433566e-12
cg21215218,2.8205796675671886e-7,-0.20144212380658355,5.500945548191731e-7
cg12297374,1.453656312471773e-9,-0.31711091291787324,3.63306399872575e-9
cg24875000,1.9734540882885346e-33,-0.44547448581445975,5.740029391280616e-32
cg09791440,1.0547112431588112e-4,-0.04100986732214733,1.414386221946673e-4
cg17468663,3.3516690823541295e-4,-0.04835636894888823,4.283534652978346e-4
cg19637330,0.003293608295783716,-0.1390778631130065,0.0038478650934813913
cg26220594,0.005525874978086408,-0.2344151241320751,0.006345916329497461
cg14856563,0.0049528630865288015,-0.33931379289991664,0.005711196190686321
cg19322006,1.6943193007266183e-8,-0.2409465083425239,3.760942974112901e-8
cg03754153,7.132197610601664e-5,-0.07630161892623535,9.790087362965832e-5
cg09181054,1.5618326936316982e-17,-0.27748790715784977,7.593117447137392e-17
cg18177731,5.176473160183239e-9,-0.23580595556093426,1.2265042445546523e-8
cg00760014,1.5266808002578005e-5,-0.5099244791866786,2.3223719657663747e-5
cg16552822,1.0844446036914982e-5,-0.12931194084264536,1.6939426355810718e-5
cg06720014,8.989282666909161e-11,-0.2430206671045887,2.540187581084716e-10
cg14181528,0.005214634327622652,-0.06083132809514885,0.0059966517455347056
cg21417130,2.0743968549363047e-8,-0.35915286339723085,4.586510477427976e-8
cg16265859,8.381765753638437e-10,-0.30223040114838706,2.1456811572667746e-9
cg17163404,2.8800792616521352e-15,-0.22627609762188383,1.1568318367636077e-14
cg20698410,2.200219149856446e-37,-0.48736246296635055,1.1599280330649452e-35
cg16491362,3.755543152641409e-4,-0.07295301693760442,4.7528891961785873e-4
cg04928049,3.4902819682238737e-16,-0.3728333781442844,1.505909381174853e-15
cg25141181,2.9884006387723885e-14,-0.3796266699553472,1.1080070060679164e-13
cg04932329,1.0651906021078215e-7,-0.3887499435441324,2.1728857868874182e-7
cg24671886,0.08494399493982309,-0.020112749376678785,0.09239234007961417
cg11962640,0.9999999896249044,0.1666647497011876,1
cg13100118,3.983726870844699e-6,-0.3355081538228626,6.621228799128086e-6
cg01791421,9.350489517609902e-5,-0.433396404794756,1.2629524272384234e-4
cg17988830,3.850862596771522e-6,-0.2633168305669993,6.419372728017349e-6
cg17086204,1.0455592824390471e-22,-0.5077641675673061,8.337973681652202e-22
cg16134070,1.0471859318449278e-9,-0.453223110882101,2.6367203985408853e-9
cg17425580,1.6144527290487886e-38,-0.5451678062132104,1.1841659799588287e-36
cg23662331,6.3453820122698865e-6,-0.2308439459125836,1.0273185657101055e-5
cg08704881,3.9326999765865657e-16,-0.39675507466174315,1.6924655256381471e-15
cg15653910,1.0282718671006274e-4,-0.027025234919367452,1.3822268046205247e-4
cg05004665,0.0019407804269937089,-0.06365857752513286,0.002305701817139709
cg14477205,5.113642794195277e-14,-0.23687207234775026,1.8753729116972678e-13
cg24718617,5.5101142389653945e-28,-0.47599875761919547,7.944925402679163e-27
cg21382923,4.6314968834653206e-23,-0.12428633355637547,3.811383045076095e-22
cg11834658,1.3560814135265665e-5,-0.31731140820941683,2.081628157069443e-5
cg24332002,0.5961958047557102,0.005259119396060052,0.6254865190440816
cg04297819,1.0117277904712067e-5,-0.181956434950453,1.586231210525024e-5
cg16583536,3.661270125687434e-12,-0.3618721898728452,1.1523437876930413e-11
cg23019935,1,0.17510439078333803,1
cg01781529,1.783671961809602e-7,-0.14059077268798625,3.552602833025736e-7
cg17841765,1.636149361237658e-7,-0.26572072016725135,3.270840432179046e-7
cg10525720,3.665411165252589e-30,-0.38378506185145683,6.795108390968261e-29
cg02053477,2.9867342772050266e-13,-0.37960011692163587,1.0220326015506857e-12
cg18560010,0.004042198234495642,-0.08609955784745527,0.004699647430457718
cg24834590,0.002992422701602596,-0.24793672159349167,0.003513025120113834
cg20335309,0.0011249141284149016,-0.17550754438590485,0.0013702022632750461
cg13148669,5.4227963223680985e-6,-0.13752152462689304,8.85600909567762e-6
cg18195765,1.6822676337683224e-17,-0.281434011414371,8.131763605063496e-17
cg27584013,2.0431770898183425e-9,-0.21146703892849777,5.01723398911724e-9
cg04099056,5.81204062975008e-4,-0.2165590158756452,7.209494516462048e-4
cg26671246,1.4653365505845382e-17,-0.19538433021238066,7.186112676849174e-17
cg16430505,4.764753211445398e-4,-0.03659008859417798,5.949769554188295e-4
cg23651976,0.8760549231095545,6.736101031962691e-4,0.9066899725679868
cg07597714,6.685757547978945e-9,-0.26956910405616563,1.5600100945284206e-8
cg14989815,1.8311873313072498e-6,-0.09808379574229228,3.197943093080052e-6
cg16685586,1.6774035888262241e-23,-0.359407625066568,1.436436474289259e-22
cg08896387,4.552176276287513e-5,-0.2662916600295554,6.399601148414195e-5
cg11651446,3.704151668823756e-12,-0.07945901710004552,1.1636692486602749e-11
cg17499358,3.4637487925382106e-8,-0.28877670219415014,7.530082748726754e-8
cg23021014,0.6127455692562824,1.1304019595518612e-4,0.6420507921337568
cg01960748,1.9075946175369576e-9,-0.40073211064632003,4.697973897496128e-9
cg15160686,4.6040122364161276e-4,-0.11973959011198743,5.766123714056428e-4
cg23259394,1.1494747371026671e-9,-0.4997552321943617,2.8899610752491792e-9
cg20146241,5.324865605609357e-8,-0.40162195531707634,1.1338701395055063e-7
cg25140783,1.594239646660121e-7,-0.41630568501278425,3.1979575314097793e-7
cg17094249,7.482871316533071e-7,-0.3190197965557501,1.3811382834782594e-6
cg22219494,6.528879193629799e-6,-0.2962369315444687,1.0539922679094231e-5
cg23086176,1.443245714423783e-14,-0.2900424668287015,5.558802557609411e-14
cg06832183,3.924444588728047e-5,-0.06438711263169661,5.563477328726232e-5
cg14645650,1.2668037677169068e-10,-0.12919195317409982,3.532393315931276e-10
cg27360282,1.6871120745133388e-14,-0.23928227681282432,6.410265922756762e-14
cg02083428,1.4106359916495535e-5,-0.14417897585929618,2.15947633204428e-5
cg15498134,0.039180562072005494,-0.07330178649565999,0.043172833582934854
cg26183671,9.303141745705312e-10,-0.18122155583567057,2.3743419251142e-9
cg24955895,0.01913122650788267,-0.014925369012802787,0.021345488835183904
cg12446045,1.2480624098677608e-18,-0.44329655158837306,6.684067572847341e-18
cg08540745,2.2475270001516145e-10,-0.2417241580481052,6.086000079062238e-10
cg06359931,7.298419059051184e-5,-0.12975803194870167,1.0001976403427577e-4
cg16396978,5.127023338441532e-18,-0.2668045821829448,2.620996476348747e-17
cg23675930,0.003586118279691079,-0.06877822316660676,0.004183804659639592
cg13909381,3.74354162882989e-13,-0.17657018646255296,1.2706951162647936e-12
cg16050326,1.616928735792758e-20,-0.2704420998732844,1.0371706377499555e-19
cg15131146,1.0037495403399523e-7,-0.3253294224765232,2.0625158033538362e-7
cg18143792,0.02777814878341682,-0.04864598574994197,0.03078957752800537
cg19304093,5.416429269056556e-34,-0.47991633373062403,1.8275032353796822e-32
cg16016319,2.5704945038149654e-5,-0.2362002292509013,3.741522198391585e-5
cg25199536,3.0880532973168593e-7,-0.3345553902169318,5.9742498997403e-7
cg05389935,3.9455620018837213e-17,-0.21862679218836567,1.8438124922930298e-16
cg25198007,5.170662036411823e-5,-0.15173237298654615,7.197392490305315e-5
cg24348240,1.772686104509485e-5,-0.2665565382446058,2.6677265462154336e-5
cg18118033,0.007878506103182853,-0.007700577018422517,0.009004769509532164
cg04079139,4.995348486582032e-5,-0.05192936244843792,6.967742724883128e-5
cg24461369,0.14814570056227333,-0.001357305075766018,0.1601036494865824
cg15497006,8.389283631181874e-6,-0.21799100187898562,1.328894036225711e-5
cg22530691,8.938066070723587e-6,-0.2762140683002655,1.4105254874939843e-5
cg14610217,2.1556295626847565e-4,-0.17621276901495392,2.799497361238787e-4
cg04912273,0.42241119002693683,-0.005447231090534355,0.4456583349439915
cg25616777,3.599798707941891e-7,-0.09524344143009467,6.903030933508265e-7
cg13917151,4.0357182812505173e-7,-0.22350059803169953,7.684262686760296e-7
cg03604774,2.2177593528933966e-5,-0.4351725383761934,3.2790184297380894e-5
cg12759387,1.4448892650346875e-8,-0.275552737814206,3.224243637716293e-8
cg16604035,2.1882802158198684e-7,-0.11212224329418152,4.3112099196739665e-7
cg24442740,0.36467899763080747,-0.005338231865311155,0.3861980345280428
cg06354519,4.0099197690933266e-7,-0.16094374513657606,7.643767966621968e-7
cg12728097,4.672433069985382e-16,-0.2514358225170841,1.9755374909938194e-15
cg24492886,4.72143555980253e-7,-0.1585378208442162,8.909465088799629e-7
cg08652654,3.2749815851315636e-7,-0.07988046873978794,6.314164496133654e-7
cg11844530,4.0623094135654246e-7,-0.24648058769010106,7.717472951221702e-7
cg17903590,2.2349841441692683e-4,-0.17315709603206564,2.8936440914916004e-4
cg17786206,1.5219291656350526e-4,-0.14305735724495677,2.0074233795358356e-4
cg01115565,7.852712717260256e-13,-0.33634545026797813,2.592470910766742e-12
cg10010183,3.195273243417442e-10,-0.22001443015110067,8.515680824084082e-10
cg17753162,6.423679482113962e-26,-0.4052855289474985,7.578144955472904e-25
cg22515475,8.280731913888669e-10,-0.3552028831183742,2.1230387140927333e-9
cg20013177,2.5675756329271064e-8,-0.38566497051217474,5.647327369945278e-8
cg23958464,7.879623230850218e-10,-0.17569846078901746,2.0232761629291197e-9
cg11684541,1.892865467607919e-15,-0.33543435600562715,7.676115490034998e-15
cg18411043,2.8112142725269638e-8,-0.1985534535493777,6.15112643028922e-8
cg25310233,2.497835710745138e-14,-0.33765454778470566,9.364108542282328e-14
cg24155427,0.15927579687250434,-0.07399439601436025,0.1718019624833215
cg05119432,0.859997294712322,5.075894266822201e-4,0.8911642728376458
cg25470758,2.8523101348043724e-13,-0.4155565518784197,9.780177230518245e-13
cg25204088,0.30698917936736714,-0.006574229187836317,0.3265389316473823
cg09874992,5.1814846623565636e-14,-0.46451761452826484,1.8961311551834105e-13
cg14836522,0.35567568725290094,-0.014338210909050353,0.37713694808022874
cg20976977,7.72100318143957e-16,-0.0818139637584363,3.216131448663841e-15
cg19377326,1.1604991387709738e-4,-0.3405581345753448,1.5500887150487986e-4
cg20941758,1.0133126762782882e-4,-0.33388209802779645,1.365382176422901e-4
cg18936040,7.595123483573991e-8,-0.18384181092629306,1.5857640243551145e-7
cg26034375,4.355279893821614e-6,-0.0835632246917864,7.196236220251775e-6
cg12905085,0.0017395041184107992,-0.0530252755818196,0.002073882295236055
cg06615464,8.736919726165392e-13,-0.3367507501139775,2.867545443198641e-12
cg04577212,2.6543961371215606e-5,-0.22666575171372583,3.8503579392296416e-5
cg09502809,0.0016408625334102466,-0.11600440135917195,0.001961825013368594
cg07947531,6.927365704420162e-22,-0.3576998961272864,5.015650619466444e-21
cg27539046,4.169430004332902e-4,-0.13887614215526103,5.24521134773274e-4
cg15210307,2.33586169784997e-19,-0.4662660562051162,1.3091689980973088e-18
cg15647481,1.1144454971473894e-25,-0.28542681043042395,1.2533797024584305e-24
cg18857467,0.8003311035826919,0.008856379802597097,0.8313784308768479
cg22350438,1.540950180172467e-5,-0.10272497568725919,2.3419666251810375e-5
cg17339202,0.9999999999954565,0.04156810552159588,1
cg25850629,1.0495684006581893e-8,-0.1925000477064308,2.3895032279492107e-8
cg00528191,1.301550851432201e-17,-0.163438437391206,6.420223059550068e-17
cg26514080,1.5497470515337255e-16,-0.1767194206137409,6.877611863402058e-16
cg09335239,2.6431326320735946e-8,-0.061631560847624334,5.805943685297076e-8
cg22675207,7.654283135571377e-17,-0.33244518316730853,3.4711762499217513e-16
cg04311473,1.3491771459437873e-12,-0.3921618326489405,4.3854756169694975e-12
cg26227027,7.399978524358574e-4,-0.05081072199936246,9.105589912905116e-4
cg19082496,9.857065513729195e-7,-0.3372392427603378,1.784213467989394e-6
cg21787078,2.6627597795126297e-14,-0.18440229725980528,9.938220681499571e-14
cg14036033,2.5840217892776318e-5,-0.06304814665095548,3.757969619406349e-5
cg18388547,4.63558154741786e-9,-0.25168760493699793,1.1014402916188634e-8
cg13931565,3.3681393611686376e-4,-0.07991930974162531,4.301325588411424e-4
cg09506001,8.302171038050057e-8,-0.16946883075577868,1.7248476035948825e-7
cg16520795,1.773503441344918e-9,-0.12018134671462732,4.386950594646447e-9
cg08264297,8.679619488303748e-14,-0.2220984136250319,3.108814878294782e-13
cg17428913,5.121407853756318e-19,-0.42596050075408176,2.832726245667839e-18
cg04482628,2.9623298148186924e-6,-0.4083198994807373,5.03267915166076e-6
cg20570544,2.1958087022989824e-4,-0.017614473838127656,2.847293836109442e-4
cg02837162,1.1268495406715781e-8,-0.3404904859651148,2.548250904977148e-8
cg13363969,5.372648722364663e-6,-0.297205218629869,8.799668344300181e-6
cg16911275,6.53095042585296e-5,-0.11789800570931919,9.008759908760379e-5
cg11836212,4.395064352022832e-7,-0.36676252270474985,8.302881928177511e-7
cg14178083,1.0641116550250698e-20,-0.3965933348815526,6.985044210222929e-20
cg19322065,1.5901034208658224e-5,-0.1581026397946126,2.407993241472749e-5
cg02396836,2.9014686407439507e-4,-0.1665036664022408,3.7194358639324046e-4
cg01765111,0.606868395962545,6.299539983926142e-4,0.6362877464193993
cg12729160,2.3885897248396073e-4,-0.14244191993104283,3.0783429074136116e-4
cg17411994,5.657011528383045e-14,-0.2840123593050582,2.0612048484626774e-13
cg13423759,3.3956877647940817e-4,-0.06039822919739521,4.326680709371311e-4
cg24428600,5.176096944600321e-22,-0.21298653283075697,3.813133426000324e-21
cg22437405,0.03981591569944429,-0.0216774191084301,0.04384428837138545
cg13919631,6.829936809812446e-8,-0.25928844376676624,1.433097437581293e-7
cg14076729,0.0020570735119362672,-0.031186528247870826,0.002438709075640536
cg17077180,0.07373830289873662,-0.03402991686675627,0.08035950709959216
cg25196440,0.3186681672877859,-0.03951503746075091,0.33853475958091617
cg24033742,1.5012621347945834e-5,-0.2623200614732143,2.287831274976027e-5
cg24088273,3.790097266344949e-20,-0.318344625406892,2.3166282928709887e-19
cg26164879,1.4013060362578528e-8,-0.2044111211125852,3.1352828689217475e-8
cg25879102,2.2579002866970267e-4,-0.06814783243954878,2.917395900743489e-4
cg24080008,7.166248140215942e-6,-0.14483158347195613,1.1448352852788159e-5
cg20144984,3.3717608784204183e-6,-0.10686583180685322,5.6768069879194065e-6
cg15689121,2.6317667517355015e-36,-0.5709727958510606,1.1683659237309975e-34
cg16586530,2.2752549194124544e-9,-0.1713773043951726,5.5467558512266045e-9
cg26803725,6.125297797622746e-11,-0.4688103984745442,1.7573771062227163e-10
cg17743381,2.6307215106377003e-5,-0.10199396960330762,3.819300506407746e-5
cg18270687,3.2247111000660194e-7,-0.4181201929147683,6.224356551271596e-7
cg14667685,2.0268783435943696e-4,-0.053602063204414435,2.6363483158393995e-4
cg12410921,0.020560824336166027,-0.047513163512243606,0.02289512254462844
cg12043952,7.213246863194533e-9,-0.2546690359443309,1.676136013527435e-8
cg09071280,1.0087829737303393e-11,-0.4876381748439453,3.060821720653026e-11
cg24370375,2.895885180601406e-5,-0.2579554778116825,4.168394453647246e-5
cg18154117,1.1593865454298546e-18,-0.5212951581852737,6.228933446306257e-18
cg19856520,0.0016916614313111842,-0.05613598971962794,0.0020196976890459787
cg08238444,0.0015888622302591851,-0.030993257033872457,0.0019037006977608278
cg25375186,6.436930591220647e-6,-0.1891548965239103,1.0401438608610375e-5
cg13896192,3.752806451324996e-9,-0.21596142342468538,8.954716383854694e-9
cg22851420,2.1036923048957174e-5,-0.2541153791928221,3.132329142417542e-5
cg00974095,2.2090486887484043e-10,-0.5636961243101175,6.001071075553234e-10
cg00255699,6.386988521917007e-13,-0.43089937347559654,2.1252168908232724e-12
cg22016731,5.658133074507353e-16,-0.39482616909127205,2.3744453971875383e-15
cg15616998,5.409729634312613e-13,-0.2512411436987961,1.8143566387843694e-12
cg14285050,5.384812482660705e-6,-0.10541143635313643,8.811036525944335e-6
cg13247117,1.9433635877587369e-19,-0.418478729113304,1.1075859366719559e-18
cg16359657,1.2261648495561528e-12,-0.20916782956502655,3.998458495925481e-12
cg16328007,8.014038245951232e-15,-0.24565386141043308,3.136817290236596e-14
cg13935127,5.270885553954619e-29,-0.4039404962207446,8.632994106331498e-28
cg12627726,3.688998037048773e-6,-0.12190553532657777,6.155627782889496e-6
cg01074104,6.38418364811717e-38,-0.6147728338064918,3.846470647990595e-36
cg06773813,1.002846255781092e-14,-0.1659738190666915,3.898160445858761e-14
cg16733643,0.007983365201327076,-0.13484427938806431,0.00911844082236884
cg11735311,1.5068926092100604e-4,-0.1379403100152158,1.9891454082452052e-4
cg11828180,0.9168504195693336,0.0033923279558252042,0.9442775688726895
cg09635738,1.6245059217993864e-33,-0.34620552087177997,4.893824089420652e-32
cg19927540,0.010399883634246971,-0.04497653922671993,0.011822509225724151
cg25193276,1.6370420655551903e-6,-0.14240799331932563,2.8857784373997974e-6
cg06535675,3.689627868391861e-10,-0.2017825708029214,9.817669107219352e-10
cg15209769,5.260116385989203e-9,-0.13802906794766745,1.244574522182859e-8
cg16523490,6.540144193516784e-6,-0.09498231312660382,1.0548014583616458e-5
cg09664054,1.3403390424542142e-28,-0.4727609311958557,2.113226135159121e-27
cg16549694,0.004677604175473506,-0.02677515253909117,0.005416004285534526
cg23114964,1.6160377915873055e-7,-0.23684683192058936,3.2378334375389364e-7
cg17220055,3.5675226575258767e-6,-0.4565736920461253,5.982515629469337e-6
cg11735008,2.4884747539096272e-5,-0.38584299412528555,3.631537119243548e-5
cg27441384,3.9239124591934166e-40,-0.5666442676813054,3.8939060697995844e-38
cg07603685,4.8023094209736686e-33,-0.4794062397268343,1.2658587489347779e-31
cg06654076,5.517757655425406e-15,-0.3515259086751261,2.169803534895725e-14
cg24250588,7.249773705476028e-7,-0.3230747012767495,1.3410491492475941e-6
cg13781744,0.10684596737217084,-0.04311004500637533,0.11591585013302391
cg24634568,0.1517076118005779,-0.01947303139021668,0.1638481057026728
cg18391694,0.03787202659699759,-0.02118358585001362,0.04178555190917916
cg27232866,0.29790137488281665,-5.269675736129728e-4,0.31727248701219174
cg19254906,0.42758932909505015,-4.008497472373154e-4,0.4508394988645935
cg17585197,0.02636769020604525,-0.011872742101252984,0.02928393244081523
